product_id,brand,category,sub_category,price_bucket,price,intrinsic_quality,brand_strength,review_count,rating,num_purchases,color,size,delivery_days
948,SwissBeauty,Cosmetics,Lipstick,price_mid,1000,0.5862079035049423,0.20615900916492214,98,3.3551525890698137,3884,Purple,Medium,2
949,H&M,Footwear,Flats,price_low,800,0.5381155157179792,0.7262861239455906,10,3.2150953245158367,506,White,UK4,4
950,Puma,Clothing,Dresses,price_low,550,0.7556511710466767,0.729479992243697,52,4.030764948719634,4218,Red,L,2
951,Zara,Accessories,Caps,price_low,340,0.3438188360953413,0.426395030656858,62,2.3709439188184613,2110,Black,Small,6
952,Adidas,Footwear,Flats,price_mid,3630,0.48937887960837134,0.020715915486481107,45,2.9431779846462307,2310,Red,UK6,2
953,MAC,Cosmetics,Sunscreen,price_mid,1900,0.4604833301276914,0.009396172744167486,77,2.84870921850874,3987,Brown,Large,7
954,H&M,Clothing,Tshirts,price_mid,1620,0.5367612170026901,0.4443261982162663,81,3.1542122149558756,3766,Purple,XL,2
955,Levis,Clothing,Shirts,price_mid,1070,0.6523331058783767,0.04452584760498479,5,3.664968545145162,150,Blue,XXL,7
956,Nike,Footwear,Sneakers,price_low,1130,0.6250093849765267,0.353309911901985,86,3.5102127260422673,3065,Black,UK4,4
957,Nike,Clothing,Tshirts,price_high,5790,0.5641427706491695,0.6156967679688691,57,3.2641870658967287,1844,Blue,S,5
958,Libas,Clothing,Shirts,price_low,430,0.28567288469691743,0.8931175520067913,4,,527,Pink,L,1
959,Libas,Clothing,Shirts,price_low,600,0.1860378140045152,0.7986835396019331,69,1.7287605254730516,4122,Green,M,3
960,Libas,Clothing,Kurtis,price_high,5690,0.8450714584373138,0.11316403432073352,102,4.393392317397375,4122,Pink,M,1
961,Puma,Clothing,Kurtis,price_low,550,0.22033235229516132,0.4812885500000479,29,1.8464501453390785,3295,Purple,M,7
962,Levis,Accessories,Watches,price_mid,2090,0.633304030305105,0.49260140607114455,0,,0,Yellow,Medium,1
963,Puma,Footwear,Sandals,price_mid,4130,0.5659786211431264,0.7030933133307861,5,3.3217349734841006,11,Red,UK6,7
964,Levis,Clothing,Dresses,price_high,3790,0.8996071147312343,0.34934753448410727,98,4.5814473323013445,4324,Green,L,4
965,Zara,Clothing,Dresses,price_high,5080,0.8628524874946452,0.8278218077464937,63,4.4388770354491465,2735,Green,S,6
966,Maybelline,Cosmetics,Lipstick,price_high,3530,0.5192463359248705,0.7014017634541528,70,3.0940764078067096,2595,Blue,Medium,7
967,Nike,Footwear,Sneakers,price_low,1020,0.10864510619001119,0.012477700182669915,4,,0,Black,UK6,7
968,H&M,Clothing,Kurtis,price_mid,1380,0.2904483824096805,0.41152248324869134,21,2.176207507381893,1648,Red,L,1
969,Zara,Clothing,Tshirts,price_mid,1900,0.550836321753596,0.010867576274206314,40,3.2015181454343677,2220,White,XXL,6
970,SwissBeauty,Cosmetics,Foundation,price_mid,890,0.7789775046472187,0.15680063718428905,58,4.106302233341415,2142,Brown,Medium,2
971,Maybelline,Cosmetics,Lipstick,price_low,320,0.287481258260094,0.9759873938507906,48,2.1218704093195426,2886,Blue,Large,4
972,Adidas,Footwear,Sports Shoes,price_low,800,0.3296892439712108,0.37147813772147287,0,,0,Pink,UK4,1
973,Levis,Clothing,Dresses,price_low,470,0.4081779768594257,0.5415679149811308,0,,61,Red,L,2
974,Adidas,Footwear,Sneakers,price_low,1500,0.46253816970949946,0.5647968131666968,1,,259,White,UK4,1
975,Zara,Clothing,Tshirts,price_low,490,0.48472487444018,0.39813638851207556,64,2.9362806913939963,3149,Black,L,2
976,MAC,Cosmetics,Foundation,price_mid,1050,0.8072683971377187,0.807494333200605,5,4.183148881768686,241,Black,Medium,5
977,Nike,Accessories,Bags,price_mid,1390,0.47827025747082735,0.6259527213371608,82,2.903104034786466,4788,Yellow,Small,7
978,MAC,Cosmetics,Moisturizer,price_high,5630,0.8475616770835069,0.9922788718992519,67,4.395735111435056,3642,Brown,Medium,4
979,MAC,Cosmetics,Foundation,price_high,5400,0.5029302405601964,0.8906799309906548,6,3.0877273586112985,23,Black,Small,2
980,Zara,Accessories,Belts,price_mid,3000,0.5740778205356918,0.09740604314749268,38,3.3094857185045266,1326,Pink,Large,7
981,Zara,Accessories,Bags,price_low,420,0.1414766812025867,0.9340559713215245,2,,76,Pink,Large,3
982,Nike,Footwear,Sandals,price_mid,5000,0.3187429267356299,0.9784837607743315,7,2.2739187162958676,313,White,UK6,1
983,H&M,Accessories,Watches,price_low,380,0.2569624038348079,0.61968350348726,49,2.0465572835453667,2409,White,Medium,5
984,SwissBeauty,Cosmetics,Foundation,price_mid,940,0.39915023377408015,0.2628274327323482,139,2.6086366047777307,4835,Red,Large,6
985,H&M,Clothing,Kurtis,price_mid,1210,0.3303492356549926,0.10529800721005045,15,2.2936963616044532,1000,Black,S,2
986,Puma,Footwear,Sneakers,price_mid,3870,0.6302354762725921,0.9001265154651533,75,3.538201109060453,4158,Blue,UK6,6
987,Zara,Clothing,Shirts,price_mid,1800,0.4413718009099645,0.06447153029803077,47,2.772876355555671,1906,White,M,6
988,MAC,Cosmetics,Foundation,price_mid,2000,0.46893770872966867,0.14551380008620307,30,2.8491850969573824,1228,Red,Large,7
989,Zara,Footwear,Sports Shoes,price_mid,3680,0.17144088950883518,0.054077515091694006,10,1.6534880305059974,283,Black,UK8,3
990,Nike,Footwear,Sneakers,price_mid,3420,0.39453030985147947,0.7122067023174533,100,2.5592595350796747,4014,Brown,UK6,6
991,Puma,Accessories,Bags,price_high,7880,0.747444060281111,0.9633657690374259,98,3.9762931977196,4061,Yellow,Medium,4
992,Adidas,Footwear,Flats,price_high,11610,0.44952828526317856,0.9125978178747105,124,2.78711191876609,5000,Red,UK12,7
993,Puma,Accessories,Caps,price_mid,1450,0.7942214824545649,0.6640629394826885,107,4.189701631478111,4290,Purple,Small,2
994,Levis,Accessories,Watches,price_low,570,0.6330657053684674,0.6739453107594447,28,3.501967373655982,1988,Red,Medium,7
995,Zara,Accessories,Caps,price_mid,1160,0.6081581648764867,0.7457075415479539,47,3.4083608249561115,2155,Brown,Small,5
996,Puma,Footwear,Boots,price_high,11440,0.6755836838198865,0.014371017890098758,33,3.7241392422240778,3117,Red,UK8,3
997,H&M,Footwear,Sandals,price_mid,3010,0.6011097169991756,0.4103868108371569,8,3.3945990398740986,366,Brown,UK10,5
998,Adidas,Accessories,Belts,price_mid,2030,0.39340756396522375,0.552753572127907,2,,0,Black,Medium,3
999,Maybelline,Cosmetics,Foundation,price_low,280,0.4030192718908201,0.9251355968854037,102,2.594075672194838,3779,Blue,Small,1
1000,Adidas,Footwear,Sports Shoes,price_mid,4520,0.442339090175643,0.9272289093191455,31,2.763421276750315,2918,White,UK12,5
1001,Maybelline,Cosmetics,Sunscreen,price_low,310,0.4320111858660026,0.5515879122993337,34,2.7227460392863927,2658,White,Small,3
1002,Levis,Accessories,Watches,price_mid,2330,0.2974650049437293,0.741153056888346,31,2.2166187328946814,2111,Purple,Small,5
1003,Zara,Clothing,Shirts,price_mid,2250,0.3738169442853807,0.41471652443186047,6,2.460454424547642,97,Black,S,1
1004,H&M,Clothing,Dresses,price_mid,1790,0.7692246082664468,0.3174709628156568,84,4.077814572374625,3998,Black,M,5
1005,Puma,Accessories,Caps,price_mid,2500,0.8293597895591237,0.5778536157988193,95,4.303350804995722,3974,Black,Large,2
1006,Puma,Footwear,Sneakers,price_low,1230,0.2612883584123329,0.12633028257084666,21,2.05401731397685,835,Black,UK8,7
1007,Zara,Footwear,Sneakers,price_low,1110,0.04644600302520566,0.6288941261919754,53,1.171663451297221,2568,Red,UK12,6
1008,Zara,Footwear,Sandals,price_low,1310,0.28253405134016635,0.9834141914077569,19,2.1655925340922098,540,Purple,UK6,2
1009,MAC,Cosmetics,Lipstick,price_mid,1810,0.6735067872727959,0.8070973961505904,60,3.71825907042294,2752,Pink,Large,1
1010,Zara,Clothing,Jeans,price_mid,1980,0.12433237379487735,0.1034192302147412,30,1.5187795831308308,1514,Blue,S,2
1011,Zara,Clothing,Tshirts,price_mid,1750,0.29450754928565825,0.8383158833382461,54,2.180006029913744,4001,White,S,4
1012,Zara,Clothing,Tshirts,price_mid,1770,0.7772706415115828,0.31358493591511094,1,,79,Green,M,3
1013,Puma,Clothing,Jeans,price_mid,1110,0.6406318891696261,0.9759158741147104,79,3.5605449801432516,5000,White,XXL,5
1014,Nike,Footwear,Sandals,price_high,9730,0.9258966774753536,0.029555242776529322,69,4.727364028384424,2925,Brown,UK6,2
1015,Nike,Accessories,Bags,price_low,400,0.17441522414151298,0.7277438990146049,0,,241,Pink,Medium,4
1016,Nike,Clothing,Kurtis,price_mid,1950,0.7053821149104615,0.809011731265498,12,3.8426184740334555,365,Black,M,3
1017,Levis,Clothing,Dresses,price_low,510,0.482508844041462,0.5836482554164024,81,2.926244181423854,3367,Pink,M,7
1018,H&M,Clothing,Shirts,price_mid,1650,0.6480480654834548,0.27167392384925626,46,3.5765912172398995,3461,Blue,XXL,4
1019,Adidas,Footwear,Sports Shoes,price_mid,2550,0.705382672901091,0.16724905289299552,27,3.7881158819274443,1154,Brown,UK8,5
1020,Adidas,Footwear,Flats,price_high,12190,0.6539477311461127,0.398306668027788,46,3.619097005847435,3228,Purple,UK10,7
1021,Adidas,Clothing,Tshirts,price_low,430,0.47135099565469907,0.31445289494323436,24,2.9159049964216273,1087,Red,L,2
1022,H&M,Footwear,Flats,price_mid,2880,0.3987013970986737,0.6018019110871491,10,2.6521201108971626,298,Blue,UK12,3
1023,SwissBeauty,Cosmetics,Sunscreen,price_mid,980,0.6138517882743164,0.646270114345477,19,3.4156182444537384,601,Black,Medium,7
1024,Puma,Clothing,Kurtis,price_mid,2500,0.5692221442492019,0.4212372460906134,24,3.2688786400429533,1845,Green,XXL,3
1025,Nike,Footwear,Sneakers,price_low,1410,0.40291143756515857,0.5757587402161566,4,,287,White,UK8,2
1026,Maybelline,Cosmetics,Sunscreen,price_high,2290,0.7381157974868604,0.6447756664177201,42,3.935482111950484,2383,Blue,Medium,6
1027,Adidas,Clothing,Shirts,price_low,720,0.48927969444797825,0.4938186005675841,7,2.9652580284126464,238,Pink,XL,4
1028,SwissBeauty,Cosmetics,Lipstick,price_low,240,0.04226478616892891,0.02928818184148041,6,1.1918585256510725,234,Red,Small,1
1029,Levis,Accessories,Caps,price_low,290,0.25019297392265866,0.724107912944827,32,2.0298520970673057,2100,Brown,Small,6
1030,Puma,Accessories,Caps,price_low,670,0.14108660774240442,0.07504217523133105,28,1.5968874782073836,1117,Black,Medium,6
1031,Puma,Clothing,Jeans,price_low,710,0.46827185338578164,0.753034826994913,83,2.87812651303973,5000,Black,XL,6
1032,Levis,Clothing,Jeans,price_mid,2500,0.5718582848608558,0.32191136309984303,38,3.2786100765719195,2764,Yellow,S,3
1033,SwissBeauty,Cosmetics,Foundation,price_mid,770,0.41056850674668965,0.6471342722719033,5,2.6473793924127595,386,Blue,Small,4
1034,Nike,Clothing,Tshirts,price_mid,1590,0.7943638006775571,0.10453471795059843,83,4.1804909120364036,2969,Brown,XXL,7
1035,Zara,Clothing,Kurtis,price_mid,2340,0.614408125221064,0.105660475150684,41,3.458411789472573,1568,Purple,XL,4
1036,H&M,Accessories,Caps,price_low,340,0.11194054486836968,0.16419632499118142,3,,46,Blue,Small,4
1037,Zara,Accessories,Bags,price_high,6620,0.4524319606491475,0.02858624962151357,46,2.8347713706262914,2940,White,Medium,3
1038,Levis,Clothing,Shirts,price_low,510,0.37722648421142196,0.43084842345064,36,2.529537484153383,2322,White,L,3
1039,Levis,Clothing,Kurtis,price_mid,1600,0.42256655450519554,0.40269210321191773,0,,1,Brown,XXL,4
1040,Nike,Footwear,Sneakers,price_low,880,0.43797462566201956,0.11518790612472418,18,2.796447595253946,541,Pink,UK6,1
1041,Nike,Footwear,Flats,price_mid,3690,0.7725942498575215,0.3928854249514957,58,4.091661144539579,4186,Pink,UK10,2
1042,Puma,Clothing,Jeans,price_mid,1590,0.452886993048035,0.0031068704593372187,8,2.8096259285389724,382,White,L,7
1043,Puma,Accessories,Bags,price_low,350,0.26508848700362286,0.899869221860292,6,2.120406845343857,98,Red,Large,4
1044,Nike,Footwear,Boots,price_high,9510,0.7113846028195265,0.7602607522390012,64,3.8347039780467984,2751,Purple,UK10,5
1045,Zara,Clothing,Jeans,price_low,290,0.21317643821838267,0.6800462602854751,77,1.8460298900743113,3342,Yellow,XXL,5
1046,Puma,Clothing,Tshirts,price_low,640,0.7218957265721186,0.45261635251836363,40,3.906958515499038,2504,Brown,L,6
1047,Puma,Footwear,Sneakers,price_low,1230,0.4407453883690084,0.8913724163013029,69,2.7500889858759683,2896,White,UK4,3
1048,SwissBeauty,Cosmetics,Lipstick,price_high,4240,0.27802325487699286,0.6593669130957652,19,2.1362869304876155,1155,White,Small,2
1049,Adidas,Footwear,Sports Shoes,price_low,850,0.35505833789869623,0.920647255739677,78,2.4327514155612358,5000,Blue,UK8,6
1050,SwissBeauty,Cosmetics,Foundation,price_high,3430,0.7231645040813842,0.2653093331331561,68,3.903427623680758,5000,Purple,Medium,5
1051,Zara,Footwear,Sports Shoes,price_low,1160,0.150459939717119,0.3432744431061414,38,1.6246699457215639,3145,Black,UK10,5
1052,Zara,Accessories,Bags,price_high,8620,0.5253657040775465,0.6855266999239555,6,3.084840573056152,476,Green,Large,3
1053,Adidas,Footwear,Sports Shoes,price_low,1420,0.5758632363341958,0.015592399640814825,5,3.223603564348348,0,Pink,UK12,1
1054,Adidas,Clothing,Shirts,price_mid,1000,0.12169897286950496,0.25143346293061064,0,,0,Pink,XXL,6
1055,H&M,Accessories,Belts,price_mid,1250,0.08243357787999792,0.7330531343573884,51,1.3439333700777505,1910,Blue,Medium,2
1056,Zara,Clothing,Shirts,price_mid,1780,0.10869991496538801,0.3991136026897043,46,1.454470754153551,1968,Pink,L,5
1057,Levis,Clothing,Kurtis,price_low,580,0.403409945531584,0.6833211836789574,37,2.5844085862203343,1709,Green,XL,5
1058,Adidas,Clothing,Shirts,price_high,6170,0.8672838330658127,0.183372172534212,12,4.446358583605903,619,Black,S,2
1059,Adidas,Footwear,Sports Shoes,price_mid,3580,0.3189921556106356,0.354193847087541,39,2.27031815001409,1649,Black,UK10,1
1060,Nike,Accessories,Caps,price_low,350,0.17302343529459877,0.9068487830638139,2,,26,Brown,Medium,2
1061,Zara,Footwear,Flats,price_low,1400,0.28600431090784273,0.12593584062860996,9,2.192500310420698,206,White,UK12,4
1062,MAC,Cosmetics,Lipstick,price_high,3950,0.606786871529153,0.5943396843776036,18,3.380286362010711,680,White,Large,3
1063,Nike,Accessories,Watches,price_mid,2560,0.37299611950313005,0.7015726656098995,134,2.5092505542172274,4806,Brown,Large,4
1064,Zara,Clothing,Jeans,price_low,620,0.39659547199131673,0.7191420420196549,110,2.5793283993909086,5000,White,XXL,6
1065,Nike,Clothing,Tshirts,price_high,6370,0.8199724023715095,0.24720608595232407,7,4.347403716516612,570,Red,XXL,4
1066,Zara,Footwear,Sports Shoes,price_mid,2950,0.7799543041059898,0.23492785425276153,109,4.123349303546134,5000,Pink,UK12,6
1067,Adidas,Footwear,Sneakers,price_low,720,0.1869992344755247,0.14168618484251272,5,1.7685048688037472,158,Yellow,UK6,5
1068,Maybelline,Cosmetics,Foundation,price_low,290,0.19662611099573848,0.9590914144274875,117,1.8019442639217542,4167,Pink,Medium,4
1069,MAC,Cosmetics,Foundation,price_mid,850,0.22755799806553317,0.4570822799215204,3,,198,Red,Large,3
1070,Levis,Clothing,Jeans,price_mid,2350,0.44802413606730096,0.354726873061035,35,2.7605872546211265,2871,White,L,1
1071,Adidas,Accessories,Belts,price_mid,1990,0.6746269228636813,0.7062246168036435,56,3.704307506977885,1973,Blue,Small,6
1072,Levis,Clothing,Jeans,price_mid,2250,0.2768360876014863,0.1400392970319102,23,2.1300927846009827,1395,Pink,XL,1
1073,Zara,Accessories,Watches,price_mid,2360,0.4867623188238777,0.576038954470308,101,2.9337970428813263,4394,Brown,Medium,2
1074,Maybelline,Cosmetics,Moisturizer,price_mid,1330,0.6590253455187275,0.06756997141934284,21,3.636912191654348,2063,Green,Small,1
1075,Maybelline,Cosmetics,Moisturizer,price_low,200,0.2990859707377087,0.7717433185022732,4,,381,Yellow,Small,2
1076,Maybelline,Cosmetics,Sunscreen,price_high,2450,0.7462355278618036,0.2504838490074409,51,3.9821633999280572,1791,Blue,Medium,7
1077,Adidas,Footwear,Sneakers,price_low,880,0.13833213810707815,0.44950963093063934,4,,901,Brown,UK6,2
1078,Libas,Clothing,Shirts,price_low,330,0.24363944226731327,0.8138377407828676,50,1.9825690059846601,3029,Yellow,S,5
1079,Zara,Clothing,Tshirts,price_low,410,0.3068623424860268,0.005236285623617443,85,2.2381259129213795,3405,Brown,S,3
1080,H&M,Clothing,Dresses,price_mid,1560,0.2567941114916433,0.8324029088577238,86,2.023316750436466,3054,White,XXL,3
1081,Zara,Footwear,Flats,price_mid,3610,0.2906585729882569,0.6254707006820903,1,,195,Blue,UK6,7
1082,Nike,Footwear,Sports Shoes,price_low,1220,0.5566217004841605,0.022542478323140824,7,3.2164397689347535,323,Pink,UK8,4
1083,MAC,Cosmetics,Sunscreen,price_high,3710,0.9037335032560798,0.5753558743104219,22,4.573309086267675,825,Brown,Medium,4
1084,Adidas,Footwear,Flats,price_mid,5000,0.4271682525158935,0.984933929615118,21,2.7473965315221998,684,Red,UK8,4
1085,Adidas,Clothing,Kurtis,price_low,620,0.059974759813215525,0.7338726694107738,67,1.2464383007830324,4285,Red,M,4
1086,Zara,Clothing,Dresses,price_mid,2210,0.821868288253217,0.03536207486574028,79,4.271877491999121,3414,Black,XXL,6
1087,Nike,Footwear,Sandals,price_high,10410,0.7925100244741966,0.04174097704933,61,4.164387321751486,2216,Brown,UK6,6
1088,Puma,Footwear,Flats,price_high,9210,0.709274986990995,0.9312465344023447,37,3.8509349544361453,2328,Yellow,UK12,5
1089,Zara,Accessories,Caps,price_mid,1230,0.6015583362098467,0.7656815154643938,56,3.428425453537215,2919,Black,Large,4
1090,Nike,Footwear,Sneakers,price_mid,5000,0.11410401058327944,0.3517890959504666,4,,30,Red,UK6,2
1091,Nike,Clothing,Shirts,price_mid,2370,0.4015476265575931,0.5362175745371626,29,2.5817538059722174,1672,Red,M,7
1092,Nike,Clothing,Shirts,price_low,530,0.18575076016627562,0.6024160135925483,57,1.768597267934309,2368,Pink,M,5
1093,Adidas,Footwear,Sandals,price_low,1500,0.47387522862624387,0.20586096119082897,30,2.8909973771910087,1767,Purple,UK6,4
1094,SwissBeauty,Cosmetics,Sunscreen,price_low,250,0.43842708869983243,0.5268441877736038,75,2.761299538704152,2883,Brown,Large,1
1095,Zara,Clothing,Kurtis,price_mid,1650,0.6266006376226047,0.203554935098061,2,,287,Brown,M,3
1096,MAC,Cosmetics,Foundation,price_mid,1120,0.7469443550922965,0.977909700834045,51,3.9740006470519926,3238,White,Small,1
1097,Nike,Footwear,Sports Shoes,price_low,1450,0.06836322044783313,0.08449329480320245,13,1.2507766406954333,686,Black,UK10,1
1098,Adidas,Accessories,Bags,price_low,380,0.4598316902106754,0.4310849646664555,18,2.8611258088458236,1146,Pink,Small,5
1099,SwissBeauty,Cosmetics,Sunscreen,price_mid,840,0.49454057191327616,0.8281575657982347,95,2.975806190883458,3367,Yellow,Small,3
1100,Maybelline,Cosmetics,Sunscreen,price_mid,1460,0.37973609759254784,0.7524007190549268,54,2.5134218096812386,2012,Brown,Medium,6
1101,Adidas,Accessories,Belts,price_mid,2110,0.395999060487946,0.7192201954744983,135,2.591723562450219,5000,Pink,Small,4
1102,Zara,Footwear,Sneakers,price_high,10060,0.7232405214377392,0.6825987320465388,12,3.903328941086349,316,Yellow,UK12,3
1103,Libas,Clothing,Jeans,price_low,500,0.23811737210759093,0.782426287628942,6,1.8935280904890994,397,Red,S,3
1104,Puma,Footwear,Sports Shoes,price_low,1080,0.3215916291896567,0.43990927941255786,2,,0,Purple,UK10,6
1105,MAC,Cosmetics,Lipstick,price_high,4820,0.9310712971096728,0.6103285219628205,1,,306,Blue,Medium,2
1106,H&M,Clothing,Shirts,price_mid,1300,0.34469029982824656,0.17449531813637742,1,,233,Red,M,1
1107,MAC,Cosmetics,Foundation,price_mid,1370,0.5747534341903069,0.5534077265661783,67,3.303424218155253,3415,Pink,Medium,1
1108,SwissBeauty,Cosmetics,Foundation,price_mid,1000,0.19977270056142757,0.34972965053590743,11,1.7493856115631197,355,White,Small,5
1109,Puma,Clothing,Jeans,price_mid,2000,0.5926098234662538,0.07139317424511182,17,3.357346803031369,647,Pink,M,1
1110,H&M,Clothing,Shirts,price_mid,1700,0.8598288816724482,0.4706850345617498,118,4.43659914880496,5000,Red,M,3
1111,Zara,Clothing,Dresses,price_low,610,0.3350957469367812,0.8080342137299907,50,2.3343432039482503,2594,Brown,XXL,6
1112,Puma,Clothing,Kurtis,price_low,640,0.3011208899147421,0.38108966322699056,46,2.2283743537899614,2578,Blue,S,2
1113,Zara,Footwear,Sandals,price_mid,3820,0.36837129433356314,0.12124237304624219,45,2.482133175278937,1996,Red,UK12,4
1114,Maybelline,Cosmetics,Foundation,price_low,270,0.1922797331617964,0.9110695216359868,72,1.7824858914614592,3668,Purple,Small,4
1115,Zara,Clothing,Kurtis,price_mid,2500,0.47655434336685853,0.40992581368894243,0,,75,Brown,XXL,1
1116,Zara,Accessories,Caps,price_mid,2020,0.35762825472581933,0.5693422543095134,0,,135,Green,Large,2
1117,Maybelline,Cosmetics,Moisturizer,price_low,210,0.6960409427494882,0.28688518957474674,65,3.7863236810248093,2823,Blue,Medium,4
1118,Nike,Footwear,Sports Shoes,price_high,9780,0.9003535644305553,0.17991571036283438,64,4.583467247696835,2893,Green,UK4,4
1119,Levis,Clothing,Dresses,price_mid,1350,0.24531599121223788,0.03407566870643608,0,,119,Green,S,2
1120,Adidas,Footwear,Sports Shoes,price_mid,2860,0.7071042167710412,0.6969286989937781,67,3.8446780437360095,2960,Pink,UK4,3
1121,Levis,Accessories,Watches,price_mid,3000,0.6678571750259717,0.04523769821042223,34,3.6759776398115,2375,Purple,Medium,4
1122,Adidas,Footwear,Sports Shoes,price_mid,4370,0.6948997334937014,0.7334431348998157,40,3.7693147536323,2534,Brown,UK4,2
1123,Zara,Accessories,Watches,price_mid,1960,0.7034007472005552,0.4385870410257746,10,3.796694735996346,391,Pink,Small,2
1124,Libas,Clothing,Jeans,price_high,4930,0.6387510512345592,0.8440654272440341,79,3.561284617801639,2738,Purple,XL,3
1125,SwissBeauty,Cosmetics,Lipstick,price_high,4340,0.8524229647397005,0.7309848830899647,52,4.4269826183409835,3203,Pink,Large,5
1126,Libas,Clothing,Tshirts,price_low,450,0.3814831972184535,0.2236333629887488,8,2.569156377362394,124,Pink,XXL,7
1127,Adidas,Clothing,Shirts,price_low,620,0.30149403344864695,0.5086981710408981,11,2.2420326576923912,265,Red,XXL,5
1128,MAC,Cosmetics,Sunscreen,price_low,280,0.6182445889917322,0.9418059583595377,6,3.410199027774789,967,White,Large,2
1129,MAC,Cosmetics,Lipstick,price_mid,1980,0.24194652559815039,0.44440506315886785,59,1.9583941716399573,2254,Pink,Small,7
1130,Adidas,Clothing,Kurtis,price_high,7530,0.6665232206053927,0.744277535329165,67,3.6849845105204246,3139,Blue,L,2
1131,Nike,Footwear,Sandals,price_mid,4600,0.6118956250234946,0.706809801518452,1,,253,Red,UK10,1
1132,Zara,Accessories,Bags,price_mid,2360,0.11060142955141262,0.8775735320603907,52,1.465359004835772,2314,Red,Small,2
1133,H&M,Footwear,Sneakers,price_low,940,0.46658474556275326,0.4845071719130043,28,2.896991105585172,2431,White,UK8,2
1134,Zara,Clothing,Dresses,price_high,6960,0.8253773456451128,0.0031977104717402227,22,4.281995358578672,1472,Brown,XXL,2
1135,MAC,Cosmetics,Moisturizer,price_mid,1690,0.43775294287011557,0.2347157868572669,46,2.776254349935917,2017,Brown,Large,2
1136,Levis,Accessories,Belts,price_mid,2020,0.5615885283901116,0.6300274982468043,110,3.2524989102076765,3693,Brown,Medium,3
1137,Nike,Clothing,Dresses,price_mid,1730,0.08704063954724306,0.9693621430335411,0,,0,Black,S,2
1138,Puma,Footwear,Sneakers,price_mid,4020,0.30915175138665724,0.7736817813081401,12,2.2449378094088632,434,White,UK12,4
1139,MAC,Cosmetics,Lipstick,price_low,490,0.45932899065420824,0.4090058212042097,0,,0,Purple,Medium,6
1140,Libas,Clothing,Shirts,price_low,610,0.19865657109487722,0.26831723366309246,27,1.824844209536325,2886,Purple,S,3
1141,Nike,Footwear,Flats,price_mid,4610,0.39374584452241856,0.11031562051085964,82,2.5675909872807603,2715,Purple,UK6,5
1142,Zara,Footwear,Sneakers,price_low,1340,0.41009072794875767,0.33328808033636625,65,2.62830603791513,3387,Brown,UK4,6
1143,Puma,Clothing,Jeans,price_high,7080,0.8793347926128842,0.39552628889473396,30,4.496837236064453,2344,Pink,M,3
1144,Puma,Clothing,Kurtis,price_high,3560,0.7542284854340526,0.020028373264683763,71,3.993446621146562,2972,Blue,XXL,4
1145,MAC,Cosmetics,Foundation,price_low,410,0.37393947517021187,0.6880700308629031,1,,132,Blue,Medium,6
1146,H&M,Footwear,Flats,price_high,6610,0.4567948905724901,0.5045096630015438,58,2.816685141675434,2195,Black,UK4,1
1147,Maybelline,Cosmetics,Sunscreen,price_low,270,0.20429393036975232,0.3911238997748797,0,,20,Pink,Medium,4
1148,Nike,Footwear,Sports Shoes,price_low,1040,0.059869577124597326,0.6560507087126461,4,,159,Pink,UK10,1
1149,Libas,Clothing,Shirts,price_low,510,0.30099351523302226,0.5065935048804733,25,2.2114662672878342,2254,White,XL,3
1150,SwissBeauty,Cosmetics,Foundation,price_mid,500,0.6845557890922487,0.7712057920702959,25,3.7614427144410865,705,White,Large,1
1151,Puma,Footwear,Flats,price_high,7900,0.6277825114121739,0.16925571268559847,90,3.5233280236125806,3252,White,UK12,2
1152,Libas,Clothing,Kurtis,price_mid,1820,0.35818383792974107,0.7605815994175505,49,2.4285452934684386,1601,White,L,4
1153,Adidas,Clothing,Tshirts,price_low,620,0.5401962192773709,0.4065342833953195,12,3.2137572973422155,240,Yellow,XXL,7
1154,Puma,Footwear,Boots,price_low,1080,0.365121264981853,0.4829963334979944,18,2.4977938215153928,1416,Blue,UK4,4
1155,Maybelline,Cosmetics,Moisturizer,price_low,300,0.38281549942335746,0.1661969736022324,21,2.5402794486001463,1602,Blue,Small,4
1156,Adidas,Footwear,Sports Shoes,price_low,1500,0.17528281898020145,0.4181473433927123,4,,340,Blue,UK10,3
1157,SwissBeauty,Cosmetics,Lipstick,price_low,300,0.6098851387972338,0.5638103831575864,33,3.4584568734528798,1823,Pink,Large,6
1158,Levis,Clothing,Kurtis,price_mid,1540,0.3793004809650494,0.4628801659540618,8,2.4710121929951354,380,Green,M,5
1159,Maybelline,Cosmetics,Foundation,price_low,250,0.48277043811259085,0.9933103172255764,38,2.9535558289610977,1439,Yellow,Small,6
1160,Libas,Clothing,Tshirts,price_mid,1560,0.4344043806069698,0.06677200161257968,86,2.7502586304685344,3764,Yellow,L,6
1161,Puma,Clothing,Shirts,price_high,5540,0.5295689433748374,0.7293231137525313,15,3.111157957866706,622,Black,L,5
1162,Adidas,Footwear,Sneakers,price_low,1360,0.09821460431160935,0.2799855334932003,3,,98,Blue,UK6,7
1163,Adidas,Footwear,Sports Shoes,price_mid,4860,0.5710820851866878,0.604775207320135,2,,419,White,UK6,2
1164,Adidas,Clothing,Tshirts,price_high,6700,0.6698841856463615,0.143333331978458,27,3.6508500380156828,2687,Red,L,1
1165,Nike,Accessories,Watches,price_mid,2470,0.35349824847667144,0.3270893641006821,87,2.419323125772276,3331,Blue,Small,5
